Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type
10:45:02,2023-02-07,ACC151420,ACC843813,-4358.515695567398,UK pounds,Naira,UK,UK,Cash Withdrawal,1.0,Normal_Small_Fan_Out
15:51:35,2022-10-07,9599009457.0,2870306224.0,8779.36,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_Out
04:17:09,2023-06-29,ACC958829,ACC110504,12955.398549738396,UK pounds,Naira,Japan,UK,Cross-border,1.0,Normal_Small_Fan_Out
11:01:19,2022-10-07,7421451752.0,2755709071.0,5855.85,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_Out
06:33:28,2023-03-07,ACC329878,ACC150498,-1481.7409680254805,Yen,UK pounds,UK,UK,Cheque,1.0,Normal_Small_Fan_Out
14:47:20,2023-01-07,ACC803234,ACC761178,-7823.644732642754,Yen,US dollar,UK,UK,Debit card,1.0,Normal_Small_Fan_Out
11:30:53,2022-10-07,3306225869.0,3938282574.0,2441.55,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Periodical
11:04:21,2022-10-07,4723297015.0,427988865.0,17378.39,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Periodical
15:58:40,2022-10-07,1143826492.0,4774718749.0,72.45,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0.0,Normal_Cash_Withdrawal
11:55:45,2022-10-07,8379629650.0,6813185909.0,133.97,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0.0,Normal_Cash_Withdrawal
13:23:03,2022-10-07,5982914936.0,9491670243.0,9680.29,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_Out
12:00:49,2022-11-20,ACC580518,ACC270424,-4755.077823073799,UK pounds,Mexican Peso,UK,UK,Cheque,1.0,Normal_Small_Fan_Out
13:55:52,2022-10-07,138262055.0,1530097647.0,67.53,UK pounds,UK pounds,UK,UK,Cash Deposit,0.0,Normal_Cash_Deposits
13:24:34,2022-10-07,7060011330.0,9257854941.0,664.78,UK pounds,UK pounds,UK,UK,Cash Deposit,0.0,Normal_Cash_Deposits
03:53:29,2022-02-22,ACC513898,ACC670385,6725.064410660471,UK pounds,Indian rupee,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
09:28:19,2023-07-15,ACC641774,ACC214661,-144.29926463816628,UK pounds,Indian rupee,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
16:30:18,2022-10-07,1639387185.0,7609524291.0,6985.85,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
15:15:43,2022-10-07,6447841775.0,7080357663.0,11981.93,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
08:23:23,2023-11-12,ACC663976,ACC346756,7653.379236055971,UK pounds,UK pounds,UK,Nigeria,Cash Deposit,1.0,Normal_Small_Fan_Out
11:18:04,2022-10-07,7758268667.0,5660302132.0,5083.33,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_Out
13:32:05,2022-10-07,1059085663.0,395432590.0,619.01,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
16:30:25,2022-10-07,7669236826.0,7389041504.0,10173.35,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_Out
16:11:24,2022-10-07,6603499841.0,8880718559.0,9169.07,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Small_Fan_Out
11:27:38,2023-07-04,ACC969255,ACC328345,6974.066155935186,UK pounds,UK pounds,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
10:59:21,2022-05-17,ACC544271,ACC915230,1726.841637845314,UK pounds,Indian rupee,UK,UK,Debit card,1.0,Normal_Small_Fan_Out
16:02:25,2022-10-07,5185722813.0,1567091070.0,15624.06,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
08:06:40,2022-05-31,ACC948017,ACC600960,-5513.335443941624,UK pounds,US dollar,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
14:16:51,2022-10-07,5396748228.0,9105769228.0,25177.88,UK pounds,Moroccan dirham,UK,UK,Credit card,0.0,Normal_Fan_In
13:53:58,2022-10-07,5637214862.0,7500256845.0,5219.23,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Periodical
13:44:51,2022-10-07,2365007895.0,5832927076.0,10038.32,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_Out
15:42:50,2022-10-07,1182528804.0,2534644942.0,12447.24,UK pounds,Euro,UK,France,Cross-border,0.0,Normal_Fan_In
15:12:24,2023-10-30,ACC208551,ACC844404,-3729.048876605984,UK pounds,US dollar,UK,India,Cheque,1.0,Normal_Small_Fan_Out
19:11:02,2022-04-03,ACC771927,ACC998862,-3840.189920217227,UK pounds,Mexican Peso,UK,India,Cross-border,1.0,Normal_Small_Fan_Out
13:12:54,2022-10-07,7731044104.0,6538540101.0,5414.27,UK pounds,UK pounds,UK,UK,Cash Deposit,0.0,Normal_Cash_Deposits
16:54:30,2022-10-07,6116657264.0,1672288255.0,7424.53,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_Out
12:44:06,2022-10-07,6156834944.0,8678802420.0,21291.14,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
13:40:48,2022-10-07,3452368468.0,5517479211.0,13516.04,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_Out
15:01:44,2022-10-07,4915664814.0,5466123934.0,7471.47,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
00:04:31,2022-08-22,ACC163016,ACC949774,-5386.586244554158,UK pounds,Naira,UK,UK,Cash Deposit,1.0,Normal_Small_Fan_Out
11:03:39,2022-10-07,7529602915.0,2130725685.0,853.81,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Small_Fan_Out
10:41:43,2022-10-07,9239631224.0,9700169638.0,6386.85,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
15:16:20,2022-10-07,6500963045.0,3450783236.0,4785.81,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
01:49:46,2022-12-18,ACC850672,ACC829826,4489.548030450964,UK pounds,Indian rupee,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
16:05:16,2022-10-07,2422360624.0,6264872668.0,3101.62,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Small_Fan_Out
14:53:12,2022-10-07,420570262.0,5103043844.0,6005.35,UK pounds,Naira,UK,Nigeria,Cross-border,0.0,Normal_Fan_In
14:26:29,2022-10-07,9691090893.0,7199625988.0,9540.9,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
15:31:20,2022-10-07,2279088438.0,3205872855.0,474.66,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Small_Fan_Out
19:42:50,2023-04-21,ACC389730,ACC144590,2927.516876243467,UK pounds,US dollar,UK,Nigeria,Cross-border,1.0,Normal_Small_Fan_Out
15:49:31,2023-10-29,ACC129507,ACC932279,-2904.0750997031582,UK pounds,Naira,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
11:41:43,2022-10-07,1591240989.0,5631986688.0,2597.94,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Small_Fan_Out
12:25:57,2022-10-07,3514325613.0,4573643005.0,677.09,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
13:22:57,2022-10-07,1830300701.0,1740103909.0,11451.51,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Periodical
10:48:18,2022-10-07,33346270.0,5109623450.0,11433.35,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
16:45:40,2022-10-07,6135642625.0,8703993069.0,12423.05,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
15:47:39,2022-10-07,7558126577.0,854639683.0,1197.75,UK pounds,UK pounds,UK,UK,Cash Deposit,0.0,Normal_Cash_Deposits
06:01:21,2023-04-10,ACC758522,ACC690365,-1510.354758960776,UK pounds,UK pounds,UK,Nigeria,Cash Withdrawal,1.0,Normal_Small_Fan_Out
11:11:52,2022-10-07,5549289588.0,4336977506.0,6830.88,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
19:17:16,2023-05-10,ACC375268,ACC604433,440.09552055605855,UK pounds,UK pounds,UK,UK,Cheque,1.0,Normal_Small_Fan_Out
14:38:10,2022-10-07,6199845243.0,4190225646.0,2692.81,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Small_Fan_Out
11:14:39,2022-10-07,2698592594.0,3695545812.0,4594.26,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
05:24:00,2023-03-29,ACC103781,ACC643317,11327.25320303724,UK pounds,UK pounds,UK,UK,Cash Withdrawal,1.0,Normal_Small_Fan_Out
13:31:37,2022-10-25,ACC721511,ACC264501,14736.151942748911,Yen,US dollar,UK,UK,Debit card,1.0,Normal_Small_Fan_Out
03:20:33,2022-02-17,ACC719937,ACC327702,-139.54496116135124,UK pounds,UK pounds,UK,Nigeria,Cash Withdrawal,1.0,Normal_Small_Fan_Out
17:39:28,2023-03-23,ACC148610,ACC803218,-908.939506350197,UK pounds,US dollar,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
12:36:05,2022-10-07,4952073568.0,2934751586.0,2405.12,UK pounds,UK pounds,UK,UK,Cash Deposit,0.0,Normal_Cash_Deposits
10:49:35,2022-10-07,2047410771.0,6646502650.0,8045.75,UK pounds,Euro,UK,France,Cross-border,0.0,Normal_Fan_In
14:00:35,2022-10-07,9541087936.0,4432690383.0,7869.28,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Periodical
13:53:06,2022-10-07,4874797135.0,2986696745.0,632.75,UK pounds,UK pounds,UK,UK,Cash Deposit,0.0,Normal_Cash_Deposits
04:00:34,2022-11-09,ACC938967,ACC229261,5504.53858343605,Yen,UK pounds,UK,UK,Credit card,1.0,Normal_Small_Fan_Out
11:51:12,2022-10-07,1558124827.0,91954487.0,1124.21,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
03:53:01,2023-04-01,ACC958236,ACC198064,-229.98081062569872,UK pounds,UK pounds,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
16:30:36,2022-10-07,4652896235.0,7080357663.0,5808.58,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
10:49:08,2022-10-07,4915664814.0,5466123934.0,7368.69,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
01:50:49,2022-05-01,ACC303032,ACC837235,12540.815621840806,Yen,Naira,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
10:46:26,2022-10-07,2325150545.0,1789035002.0,1013.41,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
10:41:50,2022-10-07,7877782689.0,1726009446.0,6614.91,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Small_Fan_Out
16:37:30,2022-10-07,3306225869.0,3938282574.0,2382.85,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Periodical
12:35:30,2022-10-07,9670851538.0,3555966786.0,2200.6,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Periodical
11:33:02,2022-10-07,6109062028.0,1320927231.0,10240.49,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
16:13:50,2022-10-07,4087750283.0,8357180223.0,2675.06,UK pounds,UK pounds,UK,UK,Cash Deposit,0.0,Normal_Cash_Deposits
16:00:16,2022-10-07,1420651731.0,6205357281.0,1003.29,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Small_Fan_Out
11:25:22,2022-10-07,8474309857.0,9128833874.0,966.4,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
12:45:33,2022-10-07,9734083970.0,6917865488.0,13894.37,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_Out
13:36:20,2022-10-07,2861177608.0,3732930791.0,3017.17,UK pounds,UK pounds,UK,UK,Cash Deposit,0.0,Normal_Cash_Deposits
11:32:11,2022-04-06,ACC969858,ACC603798,6394.122759936188,Yen,UK pounds,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
13:11:10,2022-10-07,5309124465.0,2534644942.0,9683.45,UK pounds,Euro,UK,France,Cross-border,0.0,Normal_Fan_In
16:51:17,2022-10-07,3459649251.0,6761395066.0,1145.72,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
14:15:31,2022-10-07,3556772030.0,409707192.0,8585.59,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
17:48:31,2023-10-31,ACC339726,ACC447255,545.8804060230004,UK pounds,UK pounds,Japan,UK,Cross-border,1.0,Normal_Small_Fan_Out
14:28:24,2022-08-04,ACC763926,ACC485235,-549.5003147487241,Yen,UK pounds,UK,UK,Cash Deposit,1.0,Normal_Small_Fan_Out
16:24:23,2022-10-07,369175348.0,1431561040.0,12160.4,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
10:58:40,2022-10-07,2722337392.0,1388624141.0,2452.25,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
03:09:32,2023-02-04,ACC210350,ACC555844,1813.4547085316565,UK pounds,UK pounds,UK,UK,Cheque,1.0,Normal_Small_Fan_Out
11:41:33,2022-10-07,1378784400.0,6533060638.0,5066.05,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_Out
10:40:17,2022-10-07,4755772092.0,7092971860.0,5130.2,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Group
13:28:41,2022-10-07,6026116861.0,5823617053.0,3259.3,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
15:53:41,2022-10-07,6127913747.0,7983906523.0,3714.31,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
21:46:56,2023-11-15,ACC290663,ACC146161,2467.50480833604,UK pounds,Naira,UK,UK,Debit card,1.0,Normal_Small_Fan_Out
12:00:16,2022-10-07,4331853125.0,2939111542.0,18837.23,UK pounds,Euro,UK,Italy,Cross-border,0.0,Normal_Small_Fan_Out
12:37:47,2022-05-06,ACC280401,ACC721806,2906.226376254961,UK pounds,UK pounds,UK,UK,Cash Deposit,1.0,Normal_Small_Fan_Out
15:00:33,2022-10-07,2365007895.0,6618026760.0,12050.91,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_Out
14:42:51,2022-10-07,6838010354.0,4835770853.0,681.59,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Small_Fan_Out
10:34:00,2022-01-18,ACC937528,ACC725665,9313.193591796442,UK pounds,UK pounds,UK,UK,Credit card,1.0,Normal_Small_Fan_Out
11:57:03,2023-04-19,ACC152334,ACC791559,-7125.505512229297,Yen,US dollar,UK,UK,Debit card,1.0,Normal_Small_Fan_Out
23:19:11,2023-06-20,ACC417825,ACC755398,-4374.717867093587,UK pounds,Indian rupee,UK,UK,Cheque,1.0,Normal_Small_Fan_Out
16:34:04,2022-10-07,5348670434.0,3474710396.0,48101.77,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
14:38:31,2022-10-07,704484357.0,1211689233.0,1870.47,UK pounds,Swiss franc,UK,Switzerland,Cross-border,0.0,Normal_Small_Fan_Out
11:50:47,2022-04-02,ACC598559,ACC732460,12473.52591834048,Yen,Mexican Peso,Japan,UK,Cross-border,1.0,Normal_Small_Fan_Out
16:41:26,2022-07-17,ACC786438,ACC849915,-4022.173874443145,Yen,UK pounds,Japan,USA,Debit card,1.0,Normal_Small_Fan_Out
08:57:35,2022-06-08,ACC116596,ACC223142,7452.833378382171,UK pounds,UK pounds,UK,USA,Credit card,1.0,Normal_Small_Fan_Out
14:40:57,2022-10-07,848681361.0,5483944842.0,277.51,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0.0,Normal_Cash_Withdrawal
14:39:46,2022-09-12,ACC987158,ACC431718,-3113.9037599564263,UK pounds,UK pounds,UK,USA,Cash Deposit,1.0,Normal_Small_Fan_Out
14:11:29,2022-10-07,918178079.0,4848233791.0,1323.71,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
14:32:25,2022-10-07,6450589734.0,1614298391.0,259.23,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Small_Fan_Out
12:10:35,2022-10-07,3709430533.0,1421203789.0,7971.47,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_Out
12:48:21,2022-10-07,6380185082.0,1316458123.0,4595.33,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0.0,Normal_Fan_In
10:48:21,2022-10-07,6811975048.0,2755114190.0,949.43,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Group
11:51:03,2022-10-07,778474018.0,6034997194.0,15746.38,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
06:40:23,2022-04-19,ACC827396,ACC294066,7461.815906871021,UK pounds,UK pounds,UK,Nigeria,Cross-border,1.0,Normal_Small_Fan_Out
15:18:43,2023-09-16,ACC915825,ACC426719,4697.876735611255,UK pounds,UK pounds,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
11:06:09,2022-10-07,2981214459.0,7160736915.0,5479.68,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
05:35:59,2023-05-08,ACC753567,ACC744313,-755.3093522951112,UK pounds,UK pounds,UK,Nigeria,Cross-border,1.0,Normal_Small_Fan_Out
13:34:10,2022-10-07,3965897231.0,4360016354.0,12718.58,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
16:28:58,2022-10-07,8389148416.0,3487686607.0,8448.34,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_Out
13:05:27,2022-10-07,3452368468.0,5517479211.0,13491.18,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_Out
11:51:11,2022-10-07,4571263594.0,4942884507.0,307.03,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Small_Fan_Out
10:46:54,2022-10-07,9665547827.0,2218074303.0,410.63,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Small_Fan_Out
13:10:14,2022-10-07,848681361.0,9397412993.0,60299.93,UK pounds,Turkish lira,UK,Turkey,Cross-border,0.0,Normal_Plus_Mutual
15:31:00,2022-10-07,9599009457.0,2870306224.0,8624.3,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_Out
03:45:43,2023-07-25,ACC407628,ACC998025,5823.07307857926,UK pounds,Naira,UK,Mexico,Debit card,1.0,Normal_Small_Fan_Out
16:45:25,2022-10-07,6630041445.0,1316458123.0,12762.21,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0.0,Normal_Fan_In
13:41:18,2022-10-07,3168051873.0,6138274964.0,5175.89,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_Out
12:00:41,2022-10-07,675669049.0,1567400421.0,8894.61,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_Out
15:40:59,2022-10-07,6852182033.0,1516624079.0,852.41,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Small_Fan_Out
14:30:57,2022-10-07,8530927894.0,3479357943.0,1825.32,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
07:18:40,2022-07-10,ACC941116,ACC133373,702.2846658898761,UK pounds,Naira,UK,Nigeria,Cross-border,1.0,Normal_Small_Fan_Out
13:08:39,2022-10-07,7084763408.0,2663470390.0,3470.8,UK pounds,UK pounds,UK,UK,Cash Deposit,0.0,Normal_Cash_Deposits
15:02:18,2022-10-07,3253755133.0,5754232568.0,797.24,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
11:35:00,2022-10-07,9909574335.0,8735083798.0,172.94,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
14:10:43,2022-10-07,1490260385.0,1377603863.0,7370.0,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
14:47:36,2022-10-07,3987427708.0,2908629351.0,10337.66,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Small_Fan_Out
07:09:21,2023-04-02,ACC769002,ACC469882,1560.4823882214996,Yen,UK pounds,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
11:58:41,2022-10-07,8987848252.0,685567924.0,10901.15,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_Out
12:56:24,2022-10-07,7758268667.0,8992041252.0,7520.93,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_Out
12:12:00,2022-10-07,1490260385.0,1377603863.0,7453.69,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
20:01:51,2022-10-26,ACC538925,ACC970261,-2954.803347957558,UK pounds,Naira,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
12:27:27,2022-10-07,4405331094.0,957585424.0,3566.27,UK pounds,UK pounds,UK,UK,Cash Deposit,0.0,Normal_Cash_Deposits
11:37:12,2022-10-07,6232885366.0,3079818547.0,6051.42,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
15:19:34,2022-03-01,ACC860044,ACC410994,7.395547779934532,UK pounds,UK pounds,UK,UK,Debit card,1.0,Normal_Small_Fan_Out
13:29:43,2022-10-07,2548803528.0,4551471712.0,2079.76,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
12:01:17,2022-10-07,1378784400.0,1672094971.0,8940.82,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_Out
15:22:22,2023-10-15,ACC449045,ACC389877,7102.464467596248,UK pounds,US dollar,UK,Nigeria,Cross-border,1.0,Normal_Small_Fan_Out
14:32:41,2022-10-07,5548584830.0,6544681947.0,2150.25,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Small_Fan_Out
14:58:41,2023-11-24,ACC585339,ACC209777,8413.720049255146,UK pounds,UK pounds,UK,UK,Debit card,1.0,Normal_Small_Fan_Out
15:58:20,2022-10-07,9492926505.0,1568913258.0,2872.75,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Small_Fan_Out
14:33:09,2022-10-07,4770181116.0,1521328520.0,1378.7,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Small_Fan_Out
11:25:56,2022-10-07,3614082527.0,3833545196.0,15340.28,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_Out
15:25:48,2023-04-13,ACC862953,ACC243928,-6371.357226124431,UK pounds,UK pounds,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
18:21:23,2022-04-29,ACC403824,ACC467428,630.2049482884713,UK pounds,UK pounds,UK,USA,Cash Deposit,1.0,Normal_Small_Fan_Out
12:24:03,2022-10-07,4332882742.0,5858369125.0,13593.77,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
14:27:28,2023-10-31,ACC448255,ACC184486,8861.91037629696,UK pounds,UK pounds,Japan,UK,Debit card,1.0,Normal_Small_Fan_Out
18:12:48,2022-08-31,ACC367546,ACC218050,-4737.165025546242,Yen,Naira,UK,Nigeria,Credit card,1.0,Normal_Small_Fan_Out
19:39:13,2023-04-27,ACC123076,ACC115685,5217.70698431936,UK pounds,UK pounds,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
17:58:34,2023-01-31,ACC448853,ACC300381,1154.3075703565985,UK pounds,Naira,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
17:23:44,2023-04-23,ACC711155,ACC246589,9611.935827280917,Yen,UK pounds,UK,Mexico,Cross-border,1.0,Normal_Small_Fan_Out
11:48:28,2022-10-07,16683594.0,2335890577.0,380.29,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
13:15:08,2022-07-17,ACC124440,ACC602112,-3955.670240172062,Yen,Naira,Japan,UK,Cash Withdrawal,1.0,Normal_Small_Fan_Out
16:10:41,2023-03-14,ACC650227,ACC152456,8258.026300162514,UK pounds,UK pounds,Japan,Nigeria,Cross-border,1.0,Normal_Small_Fan_Out
13:32:31,2022-10-07,2772565837.0,3194413087.0,1530.51,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Small_Fan_Out
10:55:06,2022-10-07,8201605808.0,9600420220.0,7232.66,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
14:08:18,2022-10-07,2416180733.0,8441589829.0,368.15,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
07:33:28,2022-10-03,ACC753139,ACC472645,-6197.146865107375,UK pounds,UK pounds,Japan,UK,Debit card,1.0,Normal_Small_Fan_Out
13:15:15,2022-07-10,ACC901984,ACC576526,3660.618539793831,UK pounds,UK pounds,UK,Mexico,Cash Deposit,1.0,Normal_Small_Fan_Out
11:08:42,2022-10-07,2177044140.0,8475316869.0,7474.58,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Group
23:45:32,2022-04-15,ACC563832,ACC516646,2935.3335834986965,UK pounds,UK pounds,UK,India,Cheque,1.0,Normal_Small_Fan_Out
16:26:21,2022-10-07,6116657264.0,7249249682.0,5711.47,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_Out
14:19:37,2022-10-07,6541552727.0,475649742.0,6482.85,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_Out
12:29:13,2022-10-07,2612483529.0,4336977506.0,20974.29,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Fan_In
06:53:10,2023-01-28,ACC979934,ACC603377,-2080.333774832887,Yen,UK pounds,UK,UK,Debit card,1.0,Normal_Small_Fan_Out
13:06:28,2022-10-07,6216316627.0,5466123934.0,7987.7,UK pounds,UK pounds,UK,UK,Cheque,0.0,Normal_Fan_In
13:46:00,2022-12-01,ACC787040,ACC224073,8536.861386853325,UK pounds,UK pounds,UK,UK,Cross-border,1.0,Normal_Small_Fan_Out
06:25:48,2023-01-10,ACC425496,ACC625410,3389.646105124836,UK pounds,UK pounds,UK,Nigeria,Cross-border,1.0,Normal_Small_Fan_Out
12:58:42,2022-10-07,7002889770.0,9763203015.0,1529.77,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Small_Fan_Out
06:55:34,2023-12-01,ACC569892,ACC914184,418.6652265384191,UK pounds,US dollar,UK,USA,Cross-border,1.0,Normal_Small_Fan_Out
22:51:57,2023-07-30,ACC689236,ACC267471,-6324.159974718069,UK pounds,UK pounds,UK,UK,Debit card,1.0,Normal_Small_Fan_Out
15:26:53,2022-10-07,3291826004.0,1368142187.0,5186.85,UK pounds,UK pounds,UK,UK,Cash Deposit,0.0,Normal_Cash_Deposits
16:48:24,2022-10-07,1378784400.0,8430883282.0,4905.72,UK pounds,Albanian lek,UK,Mexico,Cross-border,0.0,Normal_Fan_Out
15:12:22,2022-10-07,3777768036.0,9868523743.0,2348.72,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Small_Fan_Out
12:10:58,2022-10-07,8207246869.0,5628674969.0,6992.71,UK pounds,UK pounds,UK,UK,Credit card,0.0,Normal_Fan_In
14:21:53,2022-10-07,7434320725.0,1870000469.0,1344.22,UK pounds,UK pounds,UK,UK,Debit card,0.0,Normal_Small_Fan_Out
13:47:29,2022-10-07,8925130468.0,3079818547.0,12814.19,UK pounds,UK pounds,UK,UK,ACH,0.0,Normal_Fan_In
